COD_CENTRO_ESTUDIOS,NOM_CENTRO_ESTUDIOS
260000501,Facultad de Teología Pontificia y Civil de Lima *
260000814,Escuela Internacional de Postgrado
260000829,Escuela de Post Grado San Francisco Xavier
260000843,"Escuela de Post Grado ""GERENS"""
260000844,"Escuela de Post Grado ""Neumann Business School"""
251141167,Instituto Superior Pedagógico Abraham Valdelomar
251254739,Instituto Superior Pedagógico Ada A. Byron
251243211,Instituto Superior Pedagógico Alexander Fleming
250931550,Instituto Superior Pedagógico Amauta
251066216,Instituto Superior Pedagógico Amauta
250928846,Instituto Superior Pedagógico America
251067057,Instituto Superior Pedagógico America
251029909,Instituto Superior Pedagógico Andres Bello
251115328,Instituto Superior Pedagógico Antonio Raymondi
250933622,Instituto Superior Pedagógico Arco Iris
251123397,Instituto Superior Pedagógico Auguste Renoir
251141209,Instituto Superior Pedagógico Ballestas
250933168,Instituto Superior Pedagógico Bernabe Cobo
251135292,Instituto Superior Pedagógico Cajamarca
251468610,Instituto Superior Pedagógico Calidad De Redes De Aprendizaje-Crea
251154210,Instituto Superior Pedagógico Cenit Galeaza
251143536,Instituto Superior Pedagógico Chilimasa
251461144,Instituto Superior Pedagógico Ciencia y Libertad
251232891,Instituto Superior Pedagógico Claridad
251140144,Instituto Superior Pedagógico Cuna de La Libertad Americana
251029669,Instituto Superior Pedagógico Dante Nava
251196336,Instituto Superior Pedagógico Del Valle Zaña
251386531,Instituto Superior Pedagógico Didascalio Jesus Maestro
251115088,Instituto Superior Pedagógico Diego Thompson
250931519,Instituto Superior Pedagógico Divino Maestro
251257013,Instituto Superior Pedagógico Divino Niño
251255629,Instituto Superior Pedagógico Divino Niño Jesus
251101716,Instituto Superior Pedagógico Don Bosco
251029800,Instituto Superior Pedagógico Edutek
251125764,Instituto Superior Pedagógico Edutek
251198019,Instituto Superior Pedagógico El Nazareno
251114131,Instituto Superior Pedagógico Eric Berne
251112044,Instituto Superior Pedagógico Esteban Pavletich
251468594,Instituto Superior Pedagógico Euroamericano
250911925,Instituto Superior Pedagógico Experimental Catolico
250898429,Instituto Superior Pedagógico Federico Kaiser
251026830,Instituto Superior Pedagógico Fernando Stahll
251321769,Instituto Superior Pedagógico Headway College
250920264,Instituto Superior Pedagógico Heroes de La Breña
251113224,Instituto Superior Pedagógico Horacio Urteaga
251029305,Instituto Superior Pedagógico Isaac Newton
250920298,Instituto Superior Pedagógico Isabel La Catolica
251124270,Instituto Superior Pedagógico Jesus De Nazareth
251114362,Instituto Superior Pedagógico Jesus El Maestro
251272145,Instituto Superior Pedagógico Jesus Maestro
250886572,Instituto Superior Pedagógico Jhalebep
250886556,Instituto Superior Pedagógico Jorge Basadre
251114404,Instituto Superior Pedagógico Jose Carlos Mariategui
251255389,Instituto Superior Pedagógico Jose Crisam
251115120,Instituto Superior Pedagógico Jose Jimenez Borja
251595495,Instituto Superior Pedagógico Jose Luis Bustamante Y Rivero
250543355,Instituto Superior Pedagógico Juan Diego
250920322,Instituto Superior Pedagógico Juan Enrique Pestalozzi
251345081,Instituto Superior Pedagógico Juan Pablo Vizcardo y Guzman
251451608,Instituto Superior Pedagógico Julcan
250920363,Instituto Superior Pedagógico Kennet Cooper
251394196,Instituto Superior Pedagógico Konrad Adenahuer
251450915,Instituto Superior Pedagógico La Libertad
251174424,Instituto Superior Pedagógico Libertad
251029313,Instituto Superior Pedagógico Libertador Jose De San Martin
251468057,Instituto Superior Pedagógico Louis Baudin
250784561,Instituto Superior Pedagógico Manuel Santana Chiri
251172279,Instituto Superior Pedagógico Marcelino Champagnat
251115443,Instituto Superior Pedagógico Maria Auxiliadora
250892109,Instituto Superior Pedagógico Maria Montessori
251123249,Instituto Superior Pedagógico Marianne Frostig
251255587,Instituto Superior Pedagógico Marywood
251468602,Instituto Superior Pedagógico Museo De Arte De Lima
251067131,Instituto Superior Pedagógico Nicolas Copernico
251325794,Instituto Superior Pedagógico Nuestra Señora de Fatima - Divina Providencia
251114735,Instituto Superior Pedagógico Nuestra Señora De La Evangelizacion
251027473,Instituto Superior Pedagógico Nuestra Señora De Lourdes
251174507,Instituto Superior Pedagógico Oxford
251114701,Instituto Superior Pedagógico Pakamuros
251114446,Instituto Superior Pedagógico Paulo Freire
251192954,Instituto Superior Pedagógico Paulo VI
251158484,Instituto Superior Pedagógico Peruano Canadiense
251192996,Instituto Superior Pedagógico Peruano de la Ciencia y la Cultura - Ipec
250928655,Instituto Superior Pedagógico Pukllasunchis
251026806,Instituto Superior Pedagógico Ricardo Palma Soriano
251113729,Instituto Superior Pedagógico Salesiano
251200591,Instituto Superior Pedagógico Salesiano Domingo Savio
250691121,Instituto Superior Pedagógico San Carlos y San Marcelo
251135300,Instituto Superior Pedagógico San Francisco de Asis
250920454,Instituto Superior Pedagógico San Jose
251125111,Instituto Superior Pedagógico San Jose
251066414,Instituto Superior Pedagógico San Juan Bosco
251114081,Instituto Superior Pedagógico San Marcelo
251067172,Instituto Superior Pedagógico San Marcos
251124247,Instituto Superior Pedagógico San Silvestre
250933242,Instituto Superior Pedagógico Santa Ana
251058551,Instituto Superior Pedagógico Santa Rosa
251114321,Instituto Superior Pedagógico Santo Domingo
251115138,Instituto Superior Pedagógico Schiller Goethe
251421106,Instituto Superior Pedagógico Señor de Los Milagros
250886564,Instituto Superior Pedagógico Señor de Luren
251027093,Instituto Superior Pedagógico Simon Bolivar
251132703,Instituto Superior Pedagógico Tacabamba
250934158,Instituto Superior Pedagógico Uriel Garcia
250607366,Instituto Superior Pedagógico Victor Andres Belaunde
251174580,Instituto Superior Pedagógico Virgen De La Puerta
251245380,Instituto Superior Pedagógico Virgen Del Carmen
251256775,Instituto Superior Pedagógico Von Braun
241115690,Instituto de Educación Superior Tecnológica (IEST) Abaco
240891598,Instituto de Educación Superior Tecnológica (IEST) Abaco - Arequipa
240669317,Instituto de Educación Superior Tecnológica (IEST) Abaco - Chiclayo
241200856,Instituto de Educación Superior Tecnológica (IEST) Abaco - Cusco
241185909,Instituto de Educación Superior Tecnológica (IEST) Abaco - Piura
241174929,Instituto de Educación Superior Tecnológica (IEST) Abaco - Trujillo
241124528,Instituto de Educación Superior Tecnológica (IEST) Abc Informatica
241608090,Instituto de Educación Superior Tecnológica (IEST) Accion Comunitaria
241633668,Instituto de Educación Superior Tecnológica (IEST) Acip
241064443,Instituto de Educación Superior Tecnológica (IEST) Ada A. Byron
241468628,Instituto de Educación Superior Tecnológica (IEST) Addis
241472273,Instituto de Educación Superior Tecnológica (IEST) Administracion Y Negocios
241468107,"Instituto de Educación Superior Tecnológica (IEST) Administracion, Negocios Y Finanzas - Afiban"
241233030,Instituto de Educación Superior Tecnológica (IEST) Aduanec
241027549,Instituto de Educación Superior Tecnológica (IEST) Adventistas Del Titicaca
240892257,Instituto de Educación Superior Tecnológica (IEST) Agrario Del Sur
241345123,Instituto de Educación Superior Tecnológica (IEST) Agronegocios Del Sur
241424688,Instituto de Educación Superior Tecnológica (IEST) Alas Peruanas - Chincha
241421114,Instituto de Educación Superior Tecnológica (IEST) Alas Peruanas - Ica
241468206,Instituto de Educación Superior Tecnológica (IEST) Alas Peruanas - Lima Instituto De Estudios Empresariales
241186147,Instituto de Educación Superior Tecnológica (IEST) Alas Peruanas - Piura
241239003,Instituto de Educación Superior Tecnológica (IEST) Alas Peruanas -Arequipa
240898213,Instituto de Educación Superior Tecnológica (IEST) Albert Einstein
241114370,Instituto de Educación Superior Tecnológica (IEST) Alessandro Volta
241066737,Instituto de Educación Superior Tecnológica (IEST) Alexander Fleming
241123603,Instituto de Educación Superior Tecnológica (IEST) Alexander Graham Bell
241123793,Instituto de Educación Superior Tecnológica (IEST) Alexander Von Humboldt
241468354,Instituto de Educación Superior Tecnológica (IEST) Alta Cocina D Gallia
241410166,Instituto de Educación Superior Tecnológica (IEST) Altos Estudios Empresariales E Idiomas - Bs & L
240605147,Instituto de Educación Superior Tecnológica (IEST) Amauta sede Lima
241024512,Instituto de Educación Superior Tecnológica (IEST) Amauta sede Puno
241404953,Instituto de Educación Superior Tecnológica (IEST) Amazonico
241313485,Instituto de Educación Superior Tecnológica (IEST) Ambrossia - Cusco
240570234,Instituto de Educación Superior Tecnológica (IEST) America
241183714,Instituto de Educación Superior Tecnológica (IEST) American Institute
241249358,Instituto de Educación Superior Tecnológica (IEST) American System
241528728,Instituto de Educación Superior Tecnológica (IEST) Americana De Madre De Dios
240934182,Instituto de Educación Superior Tecnológica (IEST) Americana Del Cusco
241530690,Instituto de Educación Superior Tecnológica (IEST) Americano
241124684,Instituto de Educación Superior Tecnológica (IEST) Andre Vesalio
241160134,Instituto de Educación Superior Tecnológica (IEST) Andres Avelino Caceres Dorregaray - Pasco
240815142,Instituto de Educación Superior Tecnológica (IEST) Antonio Lorena
240914358,Instituto de Educación Superior Tecnológica (IEST) Antonio Raimondi - Coronel Portillo
240815191,Instituto de Educación Superior Tecnológica (IEST) Antonio Raymondi - Cusco
241351436,Instituto de Educación Superior Tecnológica (IEST) Apolo'S
241389964,Instituto de Educación Superior Tecnológica (IEST) Apu-Rimac
241124767,Instituto de Educación Superior Tecnológica (IEST) Art Nouveau
241114651,"Instituto de Educación Superior Tecnológica (IEST) Arte, Negocio Y Tecnologia-Esantec"
241066018,Instituto de Educación Superior Tecnológica (IEST) Arzobispo Loayza
240702803,Instituto de Educación Superior Tecnológica (IEST) Asesoria De Empresas Comerciales Adec
241185743,Instituto de Educación Superior Tecnológica (IEST) Ateneo Demostenes
241026533,Instituto de Educación Superior Tecnológica (IEST) Augusto Salazar Bondy
241468040,Instituto de Educación Superior Tecnológica (IEST) Avia
240780502,Instituto de Educación Superior Tecnológica (IEST) Benjamin Franklin
241123710,Instituto de Educación Superior Tecnológica (IEST) Beta Computer
241528603,Instituto de Educación Superior Tecnológica (IEST) Bill Gates
241003763,Instituto de Educación Superior Tecnológica (IEST) Bitec
241124379,Instituto de Educación Superior Tecnológica (IEST) Blaise Pascal
241528587,Instituto de Educación Superior Tecnológica (IEST) Blue Ribbon International Cusco
241124627,Instituto de Educación Superior Tecnológica (IEST) Borje Langefords
241351964,Instituto de Educación Superior Tecnológica (IEST) Boulanger
241351576,Instituto de Educación Superior Tecnológica (IEST) Buenaventura Mestanza Mori
241351972,Instituto de Educación Superior Tecnológica (IEST) Camisea
240931543,Instituto de Educación Superior Tecnológica (IEST) Canchis
241236843,Instituto de Educación Superior Tecnológica (IEST) Carlos Augusto Salaverry Ramirez
241062371,Instituto de Educación Superior Tecnológica (IEST) Casa Taller Medio Ambiente Y Desarrollo
240815159,Instituto de Educación Superior Tecnológica (IEST) Catolica De Cusco
240695445,Instituto de Educación Superior Tecnológica (IEST) Cayetano Heredia - Arequipa
240702894,Instituto de Educación Superior Tecnológica (IEST) Cayetano Heredia - Chiclayo
240605188,Instituto de Educación Superior Tecnológica (IEST) Cayetano Heredia De Lima
241387349,Instituto de Educación Superior Tecnológica (IEST) Ccapac
241385079,Instituto de Educación Superior Tecnológica (IEST) CEFOP La Libertad
241231877,Instituto de Educación Superior Tecnológica (IEST) Celacit-Latinoamericano De Ciencias Y Tecnologia
241351501,Instituto de Educación Superior Tecnológica (IEST) Celendin
241315647,Instituto de Educación Superior Tecnológica (IEST) Cenfomin - Centro De Formacion En Mineria
241123447,Instituto de Educación Superior Tecnológica (IEST) Centro De Altos Estudios De La Moda - Ceam
241203132,Instituto de Educación Superior Tecnológica (IEST) Centro De Estudios de Alta Montaña
241595438,Instituto de Educación Superior Tecnológica (IEST) Centro De Formacion Agricola - Tacna
241302629,Instituto de Educación Superior Tecnológica (IEST) Centro De Instruccion De Aviacion Civil Corpac
241468222,Instituto de Educación Superior Tecnológica (IEST) Centro De Investigacion Para El Desarrollo Tecnologico-Cidet
241114487,Instituto de Educación Superior Tecnológica (IEST) Centro De Investigacion Y Capacitacion Tecnologica-Cicat
241468149,Instituto de Educación Superior Tecnológica (IEST) Centro De La Imagen
241249598,Instituto de Educación Superior Tecnológica (IEST) Centro De Promoción Rural E Integral-Ceprorui
241367135,Instituto de Educación Superior Tecnológica (IEST) Centro De Psicoterapia Psicoanalitica De Lima
241468214,Instituto de Educación Superior Tecnológica (IEST) Centro Peruano De Estudios Bancarios-Cepeban
240702696,Instituto de Educación Superior Tecnológica (IEST) Cepea - Lima
241153550,Instituto de Educación Superior Tecnológica (IEST) Cepea - Alto Amazonas
241115609,Instituto de Educación Superior Tecnológica (IEST) Cesca
240695486,Instituto de Educación Superior Tecnológica (IEST) Cesca Arequipa
241140227,Instituto de Educación Superior Tecnológica (IEST) Cesde (Centro De Enseñanza Superior Para El Desarrollo)
241468081,Instituto de Educación Superior Tecnológica (IEST) Cessag
241528736,Instituto de Educación Superior Tecnológica (IEST) Ceturgh Peru
241468396,Instituto de Educación Superior Tecnológica (IEST) Cevatec
241320027,Instituto de Educación Superior Tecnológica (IEST) Cevatur - Iquitos
241203553,Instituto de Educación Superior Tecnológica (IEST) Cevatur- Arequipa
240921866,Instituto de Educación Superior Tecnológica (IEST) Cevatur Huancayo
